58135,25.9,0.024305556,0.023888889,8.0096,8.1552,0.0190625,-0.218,-0.277,1220,8.67
45574,28.2,0.024305556,0.023668981,8.0091,8.1656,0.019375,-0.234,-0.306,1230,8.7
46998,26.4,0.024305556,0.022962963,8.0526,8.2212,0.018298611,-0.255,-0.327,1210,8.73
39147,28.7,0.024305556,0.023078704,8.057,8.2187,0.019016204,-0.239,-0.308,1210,8.69
33776,14.7,0.024305556,0.02349537,8.0163,8.1693,0.019641204,-0.24,-0.313,1240,8.69
42209,18.4,0.024305556,0.023217593,8.0093,8.1763,0.018946759,-0.265,-0.338,1220,8.76
38115,28.2,0.024305556,0.023263889,8.0314,8.2093,0.016828704,-0.256,-0.331,1200,8.74
33860,19.5,0.024305556,0.02337963,8.0097,8.1667,0.018611111,-0.256,-0.342,1160,8.76
31998,26.7,0.024305556,0.023564815,8.0305,8.1917,0.019293981,-0.232,-0.304,1230,8.68
38838,9.6,0.024305556,0.023645833,8.0078,8.158,0.019918981,-0.228,-0.297,1230,8.67
36934,9.6,0.024305556,0.022928241,8.07,8.2586,0.017511574,-0.262,-0.341,1150,8.76
36596,5.8,0.024305556,0.024050926,7.9934,8.1373,0.022430556,-0.24,-0.315,1280,8.65
10285,24.3,0.024305556,0.022222222,7.9911,8.1727,0.018356481,-0.281,-0.37,1130,8.79
45769,16.2,0.024212963,0.022662037,8.0294,8.242,0.01693287,-0.271,-0.347,1060,8.77
27773,9.1,0.024305556,0.023090278,8.0326,8.2047,0.018668981,-0.267,-0.349,1190,8.77
22702,19.6,0.024305556,0.022800926,8.058,8.2452,0.01818287,-0.258,-0.334,1180,8.73
49524,10.2,0.024305556,0.022928241,8.0897,8.3004,0.017152778,-0.248,-0.316,1160,8.74
23583,15,0.023773148,0.022256944,8.0662,8.2678,0.017384259,-0.258,-0.334,1110,8.74
43346,14.2,0.024305556,0.023090278,8.0277,8.2296,0.0146875,-0.253,-0.327,836,8.74
49097,17.4,0.024305556,0.023078704,8.0351,8.2273,0.016921296,-0.251,-0.326,1160,8.74
28868,9.3,0.024305556,0.024050926,7.9885,8.1231,0.021793981,-0.211,-0.278,1250,8.65
44585,11.9,0.024305556,0.023958333,7.9902,8.1295,0.021747685,-0.217,-0.286,1270,8.62
34975,7.1,0.024305556,0.023449074,8.0037,8.1594,0.020092593,-0.239,-0.319,1230,8.68
35566,18.2,0.024305556,0.022638889,8.052,8.2443,0.017893519,-0.259,-0.343,1130,8.74
45670,22.1,0.024305556,0.023287037,8.0404,8.2043,0.019247685,-0.251,-0.333,1170,8.74
26979,23.2,0.024305556,0.023761574,8.0221,8.1631,0.020972222,-0.231,-0.306,1230,8.69
23610,19,0.024305556,0.0228125,8.0703,8.2748,0.016990741,-0.25,-0.323,1140,8.75
15486,18.7,0.024305556,0.023414352,8.0104,8.1822,0.018773148,-0.255,-0.335,1210,8.72
40616,20.5,0.024305556,0.022291667,8.0012,8.1875,0.018425926,-0.279,-0.37,1170,8.77
24437,21.7,0.024305556,0.023310185,8.0468,8.2088,0.019131944,-0.255,-0.334,1120,8.76
48618,18.3,0.024305556,0.023645833,8.0132,8.1737,0.018680556,-0.244,-0.32,1180,8.74
45920,18.2,0.024305556,0.02380787,8.0103,8.1337,0.020150463,-0.194,-0.245,1260,8.57
30009,9.2,0.024305556,0.022974537,8.0379,8.2226,0.018599537,-0.267,-0.348,1200,8.74
44667,17.7,0.024305556,0.022916667,8.0263,8.1977,0.018541667,-0.282,-0.369,1170,8.79
24059,17.2,0.024305556,0.023159722,8.0168,8.1786,0.019108796,-0.27,-0.356,1200,8.77
38304,18.1,0.024305556,0.023645833,8.0036,8.1504,0.020231481,-0.249,-0.33,1240,8.72
22303,19,0.024305556,0.023217593,7.9957,8.1583,0.017858796,-0.247,-0.332,1170,8.73
40373,7.6,0.024305556,0.023645833,7.9817,8.1347,0.019097222,-0.241,-0.32,1200,8.71
38462,5.2,0.024305556,0.023368056,8.0028,8.159,0.019918981,-0.229,-0.308,1250,8.67
31608,14.9,0.023726852,0.022361111,8.0883,8.2896,0.016516204,-0.237,-0.305,1130,8.7
23415,9.8,0.024305556,0.023842593,7.9822,8.1258,0.02125,-0.23,-0.305,1270,8.64
49092,13.6,0.024305556,0.023611111,8.0165,8.1576,0.021840278,-0.229,-0.307,1270,8.64
49431,9.6,0.024305556,0.023344907,8.0486,8.2117,0.018310185,-0.261,-0.339,1160,8.78
38435,14.4,0.024305556,0.023611111,7.9971,8.1503,0.019027778,-0.232,-0.306,1200,8.7
28428,19.6,0.024305556,0.023668981,8.0218,8.1549,0.02181713,-0.221,-0.291,1270,8.62
25945,7.6,0.024305556,0.022268519,8.0996,8.3201,0.015821759,-0.25,-0.322,760,8.74
34215,12.5,0.023784722,0.022291667,8.1217,8.3415,0.015798611,-0.262,-0.336,225,8.76
35873,9.6,0.024305556,0.023622685,8.0382,8.1742,0.020347222,-0.234,-0.31,1240,8.67
25745,5.2,0.024305556,0.0228125,8.0625,8.2286,0.017824074,-0.259,-0.344,1150,8.75
44033,16,0.024305556,0.023368056,8.1188,8.2633,0.016446759,-0.209,-0.274,1160,8.67
36001,7.9,0.024305556,0.024016204,7.9709,8.1088,0.020173611,-0.219,-0.286,1240,8.67
31917,8.2,0.024293981,0.022361111,8.0526,8.249,0.016759259,-0.252,-0.329,1150,8.72
21187,19.8,0.024305556,0.022719907,8.0432,8.213,0.018043981,-0.255,-0.338,1170,8.74
20926,5.6,0.024305556,0.022361111,8.04,8.2375,0.016030093,-0.248,-0.324,831,8.74
27663,7.2,0.024305556,0.022789352,8.0687,8.242,0.017893519,-0.244,-0.324,1170,8.72
40189,13.3,0.024293981,0.023946759,8.0172,8.1599,0.020960648,-0.225,-0.303,1260,8.64
39907,9.3,0.024305556,0.023506944,8.0178,8.1698,0.019907407,-0.23,-0.317,1250,8.66
29666,13.1,0.024305556,0.023506944,8.0379,8.1878,0.019236111,-0.225,-0.295,1230,8.68
34561,11.4,0.024293981,0.024016204,8.0355,8.1412,0.024652778,-0.193,-0.257,1280,8.51
43493,10.6,0.024305556,0.023263889,8.015,8.1695,0.019467593,-0.252,-0.328,1230,8.73
20117,19.8,0.024305556,0.022824074,7.9625,8.1299,0.01912037,-0.261,-0.333,1200,8.66
